,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons,Error
64,The Expendables 2,2012,R,17 Aug 2012,103 min,"Action, Adventure, Thriller",Simon West,"Richard Wenk, Sylvester Stallone, Ken Kaufman","Sylvester Stallone, Liam Hemsworth, Randy Couture","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",English,"United States, Germany, China",4 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BNDg1YWRhNmQtMGI5Ny00MTI3LTg2OTItZWEzZGE3OGZjZDNhXkEyXkFqcGdeQXVyNDc2NjEyMw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"301,742",tt1764651,movie,20 Nov 2012,"$85,028,192",N/A,N/A,True,,
65,Safety Not Guaranteed,2012,R,15 Jun 2012,86 min,"Comedy, Drama, Romance",Colin Trevorrow,Derek Connolly,"Aubrey Plaza, Mark Duplass, Jake Johnson",Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.,English,United States,8 wins & 18 nominations,https://m.media-amazon.com/images/M/MV5BOWU3ZDJmMTQtZjRiZi00MjQ5LWFlZjctYzhjMjRlZGJmMTY3XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.0,"124,323",tt1862079,movie,16 Oct 2012,"$4,010,957",N/A,N/A,True,,
66,Chronicle,2012,PG-13,03 Feb 2012,84 min,"Action, Drama, Sci-Fi",Josh Trank,"Max Landis, Josh Trank","Dane DeHaan, Alex Russell, Michael B. Jordan",Three high school friends gain superpowers after making an incredible discovery underground. Soon they find their lives spinning out of control and their bond tested as they embrace their darker sides.,English,United States,2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BYmRkY2RhM2QtMjQwNC00NDVjLTk4MTQtZGNiMjYxMmJmODVhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,7.0,"246,875",tt1706593,movie,15 May 2012,"$64,575,175",N/A,N/A,True,,
67,Red Dawn,2012,PG-13,21 Nov 2012,93 min,"Action, Drama",Dan Bradley,"Carl Ellsworth, Jeremy Passmore, Kevin Reynolds","Chris Hemsworth, Isabel Lucas, Josh Hutcherson",A group of teenagers look to save their town from an invasion of North Korean soldiers.,"English, Korean",United States,1 win & 4 nominations,https://m.media-amazon.com/images/M/MV5BMjI0MDAwMzA1M15BMl5BanBnXkFtZTcwNzIxMjY3OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '15%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.4,"75,930",tt1234719,movie,05 Mar 2013,"$44,806,783",N/A,N/A,True,,
68,End of Watch,2012,R,21 Sep 2012,109 min,"Action, Crime, Drama",David Ayer,David Ayer,"Jake Gyllenhaal, Michael Peña, Anna Kendrick","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves.","English, Spanish",United States,3 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjMxNjU0ODU5Ml5BMl5BanBnXkFtZTcwNjI4MzAyOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,7.6,"239,866",tt1855199,movie,22 Jan 2013,"$41,003,371",N/A,N/A,True,,
69,Wrath of the Titans,2012,PG-13,30 Mar 2012,99 min,"Action, Adventure, Fantasy",Jonathan Liebesman,"Dan Mazeau, David Leslie Johnson-McGoldrick, Greg Berlanti","Sam Worthington, Liam Neeson, Rosamund Pike","Perseus braves the treacherous underworld to rescue his father, Zeus, captured by his son, Ares, and brother Hades who unleash the ancient Titans upon the world.",English,"United States, Spain",2 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjMyMzk1Nzg3OF5BMl5BanBnXkFtZTcwOTQ2NjcxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",37,5.7,"186,562",tt1646987,movie,26 Jun 2012,"$83,670,083",N/A,N/A,True,,
70,Mud,2012,PG-13,10 May 2013,130 min,Drama,Jeff Nichols,Jeff Nichols,"Matthew McConaughey, Tye Sheridan, Jacob Lofland",Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.,English,United States,15 wins & 39 nominations,https://m.media-amazon.com/images/M/MV5BMTU2MzcyODgyNV5BMl5BanBnXkFtZTcwNTc4MDYwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",76,7.4,"175,517",tt1935179,movie,06 Aug 2013,"$21,590,086",N/A,N/A,True,,
71,The Lorax,2012,PG,02 Mar 2012,86 min,"Animation, Adventure, Comedy","Chris Renaud, Kyle Balda","Dr. Seuss, Cinco Paul, Ken Daurio","Zac Efron, Taylor Swift, Danny DeVito","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",English,"United States, France",4 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BMTU1MTAwMjk1NF5BMl5BanBnXkFtZTcwMDI5NDc4Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46,6.4,"107,417",tt1482459,movie,09 Nov 2018,"$214,030,500",N/A,N/A,True,,
72,Man on a Ledge,2012,PG-13,27 Jan 2012,102 min,"Action, Crime, Thriller",Asger Leth,Pablo F. Fenjves,"Sam Worthington, Elizabeth Banks, Jamie Bell","As a police psychologist works to talk down an ex-con who is threatening to jump from a Manhattan hotel rooftop, the biggest diamond heist ever committed is in motion.","English, Spanish",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.6,"149,732",tt1568338,movie,29 May 2012,"$18,620,000",N/A,N/A,True,,
73,Diary of a Wimpy Kid: Dog Days,2012,PG,03 Aug 2012,94 min,"Comedy, Family",David Bowers,"Maya Forbes, Wallace Wolodarsky, Jeff Kinney","Zachary Gordon, Robert Capron, Devon Bostick","School's out. Summer vacation is on. However, Greg may not have the best summer vacation ever. What could go wrong?",English,"United States, Canada",2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMWJhYmI1YzItNjAzNi00NjQ4LWEzN2YtMjY4Yzg0NmU1YWE1XkEyXkFqcGdeQXVyNzkzNTg4NjY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.3,"24,752",tt2023453,movie,18 Dec 2012,"$49,008,662",N/A,N/A,True,,
74,The Lucky One,2012,PG-13,20 Apr 2012,101 min,"Drama, Mystery, Romance",Scott Hicks,"Will Fetters, Nicholas Sparks","Zac Efron, Taylor Schilling, Blythe Danner",A Marine travels to Louisiana after serving three tours in Iraq and searches for the unknown woman he believes was his good luck charm during the war.,English,United States,5 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTg5NDk3MjAzMF5BMl5BanBnXkFtZTcwMjUyNzExNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '20%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",39,6.5,"105,911",tt1327194,movie,04 Sep 2012,"$60,457,138",N/A,N/A,True,,
75,Rise of the Guardians,2012,PG,21 Nov 2012,97 min,"Animation, Action, Adventure",Peter Ramsey,"David Lindsay-Abaire, William Joyce","Hugh Jackman, Alec Baldwin, Isla Fisher","When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.","English, French",United States,14 wins & 32 nominations,https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,7.3,"167,027",tt1446192,movie,12 Mar 2013,"$103,412,758",N/A,N/A,True,,
76,The Iceman,2012,R,02 May 2013,106 min,"Biography, Crime, Drama",Ariel Vromen,"Morgan Land, Ariel Vromen, Anthony Bruno","Michael Shannon, Chris Evans, James Franco","The story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters had any clue about his real profession.",English,United States,2 wins,https://m.media-amazon.com/images/M/MV5BNDQyMjM5MTc2OF5BMl5BanBnXkFtZTgwMzg1NTMxMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.8,"73,718",tt1491044,movie,03 Sep 2013,"$1,969,193",N/A,N/A,True,,
77,Maniac,2018,TV-MA,21 Sep 2018,386 min,"Comedy, Drama, Sci-Fi",N/A,"Cary Joji Fukunaga, Patrick Somerville","Emma Stone, Jonah Hill, Sonoya Mizuno","Two strangers are drawn to a mysterious pharmaceutical trial for a drug that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems permanently. Things do not go as planned.",English,United States,2 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMDMwOTgyNzYtNWI2Zi00MDcwLWEyNmUtMGQ5YzA3ZTljMTA2XkEyXkFqcGdeQXVyNjU2ODM5MjU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}]",N/A,7.7,"73,396",tt5580146,series,,,,,True,1,
78,Byzantium,2012,R,31 May 2013,118 min,"Drama, Fantasy, Horror",Neil Jordan,Moira Buffini,"Saoirse Ronan, Gemma Arterton, Sam Riley","Residents of a coastal town learn, with deathly consequences, the secret shared by the two mysterious women who have sought shelter at a local resort.",English,"United Kingdom, Ireland",2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BMjE5NTMyMjM2OF5BMl5BanBnXkFtZTcwOTUzMjk2Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.5,"42,933",tt1531901,movie,29 Oct 2013,"$89,237",N/A,N/A,True,,
79,Frances Ha,2012,R,23 Aug 2013,86 min,"Comedy, Drama, Romance",Noah Baumbach,"Noah Baumbach, Greta Gerwig","Greta Gerwig, Mickey Sumner, Adam Driver","A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles.","English, French","United States, Brazil",1 win & 49 nominations,https://m.media-amazon.com/images/M/MV5BOTY0NDQ2NzQ2N15BMl5BanBnXkFtZTcwMTU0OTkwOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.5,"80,566",tt2347569,movie,12 Nov 2013,"$4,069,826",N/A,N/A,True,,
80,Madagascar 3: Europe's Most Wanted,2012,PG,08 Jun 2012,93 min,"Animation, Adventure, Comedy","Eric Darnell, Tom McGrath, Conrad Vernon","Eric Darnell, Noah Baumbach, Mark Burton","Ben Stiller, Jada Pinkett Smith, Chris Rock","The Madagascar animals join a struggling European circus to get back to New York, but find themselves being pursued by a psychotic animal control officer.","English, Spanish",United States,3 wins & 20 nominations,https://m.media-amazon.com/images/M/MV5BMTM2MTIzNzk2MF5BMl5BanBnXkFtZTcwMDcwMzQxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.8,"173,940",tt1277953,movie,16 Oct 2012,"$216,391,482",N/A,N/A,True,,
81,The Five-Year Engagement,2012,R,27 Apr 2012,124 min,"Comedy, Romance",Nicholas Stoller,"Jason Segel, Nicholas Stoller","Jason Segel, Emily Blunt, Chris Pratt","One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together.","English, Spanish","United States, Japan",N/A,https://m.media-amazon.com/images/M/MV5BMTk3MDE1NTA3M15BMl5BanBnXkFtZTcwNDcwNTMxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.2,"97,459",tt1195478,movie,28 Aug 2012,"$28,835,528",N/A,N/A,True,,
82,House at the End of the Street,2012,PG-13,21 Sep 2012,101 min,"Drama, Horror, Thriller",Mark Tonderai,"David Loucka, Jonathan Mostow","Jennifer Lawrence, Elisabeth Shue, Max Thieriot","After moving with her mother to a small town, a teenager finds that an accident happened in the house at the end of the street. Things get more complicated when she befriends a boy. A double murder is not an accident.",English,"United States, Canada",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMjIxNTUwNTU4N15BMl5BanBnXkFtZTcwNTE0MTI3Nw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",31,5.6,"75,979",tt1582507,movie,08 Jan 2013,"$31,611,916",N/A,N/A,True,,
83,The Sessions,2012,R,16 Nov 2012,95 min,"Biography, Comedy, Drama",Ben Lewin,"Ben Lewin, Mark O'Brien","John Hawkes, Helen Hunt, William H. Macy",A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,English,United States,Nominated for 1 Oscar. 18 wins & 64 nominations total,https://m.media-amazon.com/images/M/MV5BNzA5OTUxNDEwNF5BMl5BanBnXkFtZTcwMjczMjEzOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.2,"42,353",tt1866249,movie,12 Feb 2013,"$6,002,451",N/A,N/A,True,,
84,The Woman in Black,2012,PG-13,03 Feb 2012,95 min,"Drama, Fantasy, Horror",James Watkins,"Susan Hill, Jane Goldman","Daniel Radcliffe, Janet McTeer, Ciarán Hinds",A young solicitor travels to a remote village where he discovers that the vengeful ghost of a scorned woman is terrorizing the locals.,English,"United Kingdom, Canada, United States, Sweden",5 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjEwMzIxOTg3N15BMl5BanBnXkFtZTcwMjI4ODUzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62,6.4,"179,682",tt1596365,movie,22 May 2012,"$54,333,290",N/A,N/A,True,,
85,The Three Stooges,2012,PG,13 Apr 2012,92 min,"Comedy, Family","Bobby Farrelly, Peter Farrelly","Mike Cerrone, Bobby Farrelly, Peter Farrelly","Sean Hayes, Chris Diamantopoulos, Will Sasso","While trying to save their childhood orphanage, Moe, Larry and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.",English,United States,4 nominations,https://m.media-amazon.com/images/M/MV5BMDRiNTAwNmYtZWY0Ni00MzI4LTg5OTYtZDdjYjNlM2E2ZmRkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,5.1,"31,222",tt0383010,movie,14 Aug 2012,"$44,338,224",N/A,N/A,True,,
86,Think Like a Man,2012,PG-13,20 Apr 2012,122 min,"Comedy, Romance",Tim Story,"Keith Merryman, David A. Newman, Steve Harvey","Chris Brown, Gabrielle Union, Kevin Hart",Four friends conspire to turn the tables on their women when they discover the ladies have been using Steve Harvey's relationship advice against them.,English,United States,3 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjExNTc4NDg3OV5BMl5BanBnXkFtZTcwNTMzNDAxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.5,"46,183",tt1621045,movie,28 Aug 2012,"$91,547,205",N/A,N/A,True,,
87,The Vow,2012,PG-13,10 Feb 2012,104 min,"Drama, Romance",Michael Sucsy,"Abby Kohn, Marc Silverstein, Jason Katims","Rachel McAdams, Channing Tatum, Sam Neill","A car accident puts Paige in a coma, and when she wakes up with severe memory loss, her husband Leo works to win her heart again.",English,"United States, Canada",3 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BMjE1OTU5MjU0N15BMl5BanBnXkFtZTcwMzI3OTU5Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '31%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.8,"190,203",tt1606389,movie,08 May 2012,"$125,014,030",N/A,N/A,True,,
88,Taken 2,2012,PG-13,05 Oct 2012,92 min,"Action, Crime, Thriller",Olivier Megaton,"Luc Besson, Robert Mark Kamen","Liam Neeson, Famke Janssen, Maggie Grace","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.","English, Turkish, Arabic","France, United States, Turkey, United Kingdom",1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BMTkwNTQ0ODExOV5BMl5BanBnXkFtZTcwNjU3NDQwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '22%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.3,"300,445",tt1397280,movie,15 Jan 2013,"$139,854,287",N/A,N/A,True,,
89,Compliance,2012,R,26 Sep 2012,90 min,"Crime, Drama, History",Craig Zobel,Craig Zobel,"Ann Dowd, Dreama Walker, Pat Healy","A normal Friday service at a fast food restaurant becomes interrupted by a police officer who claims an employee stole from a customer, but something more sinister is going on.",English,United States,7 wins & 35 nominations,https://m.media-amazon.com/images/M/MV5BMTYxMjkwMTk3OV5BMl5BanBnXkFtZTcwNDIwODcwOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.4,"33,639",tt1971352,movie,08 Jan 2013,"$319,285",N/A,N/A,True,,
90,Rust and Bone,2012,R,17 May 2012,120 min,"Drama, Romance",Jacques Audiard,"Jacques Audiard, Thomas Bidegain, Craig Davidson","Marion Cotillard, Matthias Schoenaerts, Armand Verdure","Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident.","French, English","France, Belgium, Singapore",Nominated for 2 BAFTA Film 32 wins & 73 nominations total,https://m.media-amazon.com/images/M/MV5BYTUwNTljNjYtMjFhZi00ZGE5LThmMWEtYzQ3YmY2ZWNiZTU1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",73,7.5,"66,612",tt2053425,movie,19 Mar 2013,"$2,062,027",N/A,N/A,True,,
91,The Company You Keep,2012,R,26 Apr 2013,125 min,"Drama, Thriller",Robert Redford,"Lem Dobbs, Neil Gordon","Robert Redford, Brit Marling, Stanley Tucci","After a journalist discovers his identity, a former Weather Underground activist goes on the run.",English,"United States, Canada",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMTQ0NDQxOTY3M15BMl5BanBnXkFtZTcwNTE0MTExOQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,6.4,"32,895",tt1381404,movie,13 Aug 2013,"$5,133,027",N/A,N/A,True,,
92,Hit and Run,2012,R,22 Aug 2012,100 min,"Action, Adventure, Comedy","David Palmer, Dax Shepard",Dax Shepard,"Dax Shepard, Kristen Bell, Bradley Cooper",Former getaway driver Charles Bronson jeopardizes his Witness Protection Plan identity in order to help his girlfriend get to Los Angeles. The feds and Charles' former gang chase them on the road.,English,United States,1 win,https://m.media-amazon.com/images/M/MV5BMjExNTgzMTAzMV5BMl5BanBnXkFtZTcwMDA0ODkxOA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.1,"35,803",tt2097307,movie,08 Jan 2013,"$13,749,300",N/A,N/A,True,,
93,Act of Valor,2012,R,24 Feb 2012,110 min,"Action, Adventure, Thriller","Mike McCoy, Scott Waugh",Kurt Johnstad,"Alex Veadov, Roselyn Sanchez, Nestor Serrano",An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.,"Filipino, English, Russian, Spanish",United States,1 win & 7 nominations,https://m.media-amazon.com/images/M/MV5BMTY3NDQxMDAzM15BMl5BanBnXkFtZTcwNzEyNjgzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,6.5,"68,281",tt1591479,movie,05 Jun 2012,"$70,012,847",N/A,N/A,True,,
94,Passion,2012,R,30 Aug 2013,102 min,"Adventure, Drama, Mystery",Brian De Palma,"Brian De Palma, Natalie Carter, Alain Corneau","Rachel McAdams, Noomi Rapace, Karoline Herfurth",The rivalry between the manipulative boss of an advertising agency and her talented protégée escalates from stealing credit to public humiliation to murder.,"English, German","France, Germany, Armenia, Monaco",3 nominations,https://m.media-amazon.com/images/M/MV5BMjMwOTg4NjQ0MV5BMl5BanBnXkFtZTcwMTkzMDg2OQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",53,5.3,"22,761",tt1829012,movie,05 Nov 2013,"$92,181",N/A,N/A,True,,
95,On the Road,2012,R,23 May 2012,124 min,"Adventure, Drama, Romance",Walter Salles,"Jack Kerouac, Jose Rivera","Sam Riley, Garrett Hedlund, Kristen Stewart","Young writer Sal Paradise has his life shaken by the arrival of free-spirited Dean Moriarty and his girl, Marylou. As they travel across the country, they encounter a mix of people who each impact their journey indelibly.","English, French, Spanish","France, United States, United Kingdom, Mexico, Canada, Argentina",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BMTc1MzU5MDgzMF5BMl5BanBnXkFtZTcwMDQ4ODY2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.1,"41,223",tt0337692,movie,06 Aug 2013,"$744,296",N/A,N/A,True,,
96,Bullet to the Head,2012,R,01 Feb 2013,92 min,"Action, Crime, Thriller",Walter Hill,"Alessandro Camon, Alexis Nolent, Colin Wilson","Sylvester Stallone, Jason Momoa, Christian Slater","After watching their respective partners die, a New Orleans hitman and a Washington, D.C. detective form an alliance in order to bring down their common enemy.",English,"United States, India, Switzerland",1 nomination,https://m.media-amazon.com/images/M/MV5BMTM4NzUyMjk2NV5BMl5BanBnXkFtZTcwOTUxNDc5OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.7,"49,345",tt1308729,movie,14 May 2013,"$9,489,829",N/A,N/A,True,,
97,LOL,2012,PG-13,01 Mar 2012,97 min,"Comedy, Drama, Romance",Lisa Azuelos,"Lisa Azuelos, Kamir Aïnouz, Nans Delgado","Miley Cyrus, Douglas Booth, Ashley Greene","As a new year at school begins, Lola's heart is broken by her boyfriend, though soon she's surprised by her best friend, promising musician Kyle, who reveals his feelings for her.","English, French, Ukrainian",United States,1 nomination,https://m.media-amazon.com/images/M/MV5BMTA0MjI5ODA3MjReQTJeQWpwZ15BbWU3MDI1NTE3Njc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}]",N/A,4.4,"55,426",tt1592873,movie,31 Jul 2012,N/A,N/A,N/A,True,,
98,Gone,2012,PG-13,24 Feb 2012,94 min,"Action, Adventure, Mystery",Heitor Dhalia,Allison Burnett,"Amanda Seyfried, Jennifer Carpenter, Wes Bentley",A woman is convinced her kidnapper has returned when her sister goes missing.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTgzMTEyOTgyOF5BMl5BanBnXkFtZTcwOTY1ODkxNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",36,6.0,"43,682",tt1838544,movie,29 May 2012,"$11,682,205",N/A,N/A,True,,
99,The First Time,2012,PG-13,07 Feb 2013,95 min,"Comedy, Drama, Romance",Jonathan Kasdan,Jonathan Kasdan,"Dylan O'Brien, Britt Robertson, Victoria Justice",A shy senior and a down-to-earth junior fall in love over one weekend.,English,United States,1 nomination,https://m.media-amazon.com/images/M/MV5BZjlmMzM5NjEtYzU0Ny00MDgwLWI2NmUtNWJiOTRhYmVkYzIzXkEyXkFqcGdeQXVyNTA3MTU2MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '47%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.8,"69,660",tt1763303,movie,12 Mar 2013,"$22,836",N/A,N/A,True,,
