,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,Error,totalSeasons
63,Leave No Trace,2018,PG,29 Jun 2018,109 min,"Adventure, Drama",Debra Granik,"Debra Granik, Anne Rosellini, Peter Rock","Thomasin McKenzie, Ben Foster, Jeffery Rifflard","A father and his thirteen-year-old daughter are living an ideal existence in a vast urban park in Portland, Oregon when a small mistake derails their lives forever.",English,"United States, Canada",18 wins & 94 nominations,https://m.media-amazon.com/images/M/MV5BMjE3OTI1MTU0OV5BMl5BanBnXkFtZTgwNTg1MzkzNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",88,7.2,"56,862",tt3892172,movie,02 Oct 2018,"$6,046,104",N/A,N/A,True,,
64,Bumblebee,2018,PG-13,21 Dec 2018,114 min,"Action, Adventure, Sci-Fi",Travis Knight,Christina Hodson,"Hailee Steinfeld, Jorge Lendeborg Jr., John Cena","On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small California beach town. On the cusp of turning 18 and trying to find her place in the world, Charlie Watson discovers Bumblebee, battle-scarred and broken.",English,"China, United States",2 wins & 13 nominations,https://m.media-amazon.com/images/M/MV5BMjUwNjU5NDMyNF5BMl5BanBnXkFtZTgwNzgxNjM2NzM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.7,"155,438",tt4701182,movie,02 Apr 2019,"$127,195,589",N/A,N/A,True,,
65,Vice,2018,R,25 Dec 2018,132 min,"Biography, Comedy, Drama",Adam McKay,Adam McKay,"Christian Bale, Amy Adams, Steve Carell","The story of Dick Cheney, an unassuming bureaucratic Washington insider, who quietly wielded immense power as Vice President to George W. Bush, reshaping the country and the globe in ways that we still feel today.","English, Arabic",United States,Won 1 Oscar. 35 wins & 139 nominations total,https://m.media-amazon.com/images/M/MV5BMTY1NjM0MzgxMV5BMl5BanBnXkFtZTgwNDc4NTY0NjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,7.2,"138,175",tt6266538,movie,02 Apr 2019,"$47,836,282",N/A,N/A,True,,
66,Hotel Transylvania 3: Summer Vacation,2018,PG,13 Jul 2018,97 min,"Animation, Adventure, Comedy",Genndy Tartakovsky,"Genndy Tartakovsky, Michael McCullers","Adam Sandler, Andy Samberg, Selena Gomez","Count Dracula and company participate in a cruise for sea-loving monsters, unaware that their boat is being commandeered by the monster-hating Van Helsing family.","English, Spanish, German, Russian","United States, South Korea",2 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BNjA1MzU5MTY3OF5BMl5BanBnXkFtZTgwNTU5MDA3NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.3,"66,528",tt5220122,movie,09 Oct 2018,"$167,510,016",N/A,N/A,True,,
67,Mile 22,2018,R,17 Aug 2018,94 min,"Action, Thriller",Peter Berg,"Graham Roland, Lea Carpenter","Mark Wahlberg, Lauren Cohan, Iko Uwais","A small team of elite American intelligence officers, part of a top-secret tactical command unit, try to smuggle a mysterious police officer with sensitive information out of Indonesia.","English, Russian, Indonesian, Filipino","United States, China",1 win,https://m.media-amazon.com/images/M/MV5BNzUyODk4OTkxNF5BMl5BanBnXkFtZTgwMzY0MDgzNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.2,"76,238",tt4560436,movie,30 Oct 2018,"$36,108,758",N/A,N/A,True,,
68,Peter Rabbit,2018,PG,09 Feb 2018,95 min,"Animation, Adventure, Comedy",Will Gluck,"Rob Lieber, Will Gluck, Beatrix Potter","James Corden, Fayssal Bazzi, Domhnall Gleeson",Feature adaptation of Beatrix Potter's classic tale of a rebellious rabbit trying to sneak into a farmer's vegetable garden.,English,"United States, Australia, United Kingdom",4 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMzI5MzZmZjItOGQzZC00NjNiLWFjMjQtMGNhY2NmNDMyNGM1XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,6.6,"40,838",tt5117670,movie,01 May 2018,"$115,253,424",N/A,N/A,True,,
69,12 Strong,2018,R,19 Jan 2018,130 min,"Action, Drama, History",Nicolai Fuglsig,"Ted Tally, Peter Craig, Doug Stanton","Chris Hemsworth, Michael Shannon, Michael Peña","12 Strong tells the story of the first Special Forces team deployed to Afghanistan after 9/11; under the leadership of a new captain, the team must work with an Afghan warlord to take down the Taliban.","English, Dari, Russian, Spanish, Uzbek",United States,3 nominations,https://m.media-amazon.com/images/M/MV5BNTEzMjk3NzkxMV5BMl5BanBnXkFtZTgwNjY2NDczNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",54,6.6,"75,229",tt1413492,movie,01 May 2018,"$45,819,713",N/A,N/A,True,,
70,The Spy Who Dumped Me,2018,R,03 Aug 2018,117 min,"Action, Adventure, Comedy",Susanna Fogel,"Susanna Fogel, David Iserson","Justin Theroux, Blanka Györfi-Tóth, Vilma Szécsi",Best friends Audrey and Morgan unwittingly become entangled in an international conspiracy when one of them discovers that the boyfriend who dumped her was actually a spy.,"English, Russian, French, Lithuanian, German","United States, Canada, Germany",3 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BNDY1MTA0NjgyN15BMl5BanBnXkFtZTgwMTEzNDQ4NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.1,"75,165",tt6663582,movie,30 Oct 2018,"$33,562,069",N/A,N/A,True,,
71,Upgrade,2018,R,01 Jun 2018,100 min,"Action, Sci-Fi, Thriller",Leigh Whannell,Leigh Whannell,"Logan Marshall-Green, Melanie Vallejo, Steve Danielsen","Set in the near-future, technology controls nearly all aspects of life. But when the world of Grey, a self-labeled technophobe, is turned upside down, his only hope for revenge is an experimental computer chip implant.","English, Dutch","United States, Australia",3 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BMjI0NzcyMjM5Ml5BMl5BanBnXkFtZTgwMzk2NzAyNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '67/100'}]",67,7.5,"174,877",tt6499752,movie,14 Aug 2018,"$11,977,130",N/A,N/A,True,,
72,Mary Queen of Scots,2018,R,21 Dec 2018,124 min,"Biography, Drama, History",Josie Rourke,"Beau Willimon, John Guy","Saoirse Ronan, Margot Robbie, Jack Lowden","Mary Stuart's (Saoirse Ronan's) attempt to overthrow her cousin Elizabeth I (Margot Robbie), Queen of England, finds her condemned to years of imprisonment before facing execution.","English, French, Gaelic, Latin","United Kingdom, United States",Nominated for 2 Oscars. 8 wins & 32 nominations total,https://m.media-amazon.com/images/M/MV5BNDVmOGI4MTMtYmNmNC00MTliLTlkYjQtYmU2N2EyNDk2YTAwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.3,"47,595",tt2328900,movie,N/A,"$16,468,499",N/A,N/A,True,,
73,Ralph Breaks the Internet,2018,PG,21 Nov 2018,112 min,"Animation, Adventure, Comedy","Phil Johnston, Rich Moore","Phil Johnston, Pamela Ribon, Rich Moore","John C. Reilly, Sarah Silverman, Gal Gadot","Six years after the events of ""Wreck-It Ralph,"" Ralph and Vanellope, now friends, discover a wi-fi router in their arcade, leading them into a new adventure.",English,United States,Nominated for 1 Oscar. 3 wins & 67 nominations total,https://m.media-amazon.com/images/M/MV5BMTYyNzEyNDAzOV5BMl5BanBnXkFtZTgwNTk3NDczNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.0,"149,661",tt5848272,movie,12 Feb 2019,"$201,091,711",N/A,N/A,True,,
74,Overlord,2018,R,09 Nov 2018,110 min,"Action, Horror, Sci-Fi",Julius Avery,"Billy Ray, Mark L. Smith","Jovan Adepo, Wyatt Russell, Mathilde Ollivier",A small group of American soldiers find horror behind enemy lines on the eve of D-Day.,"English, German, French","United States, Canada",2 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BYTUzYmJlNDgtMzM2ZS00N2ZkLWJjY2ItNzM0ZmVjMWU5OTA3XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.6,"94,844",tt4530422,movie,05 Feb 2019,"$21,704,844",N/A,N/A,True,,
75,Tomb Raider,2018,PG-13,16 Mar 2018,119 min,"Action, Adventure, Fantasy",Roar Uthaug,"Geneva Robertson-Dworet, Alastair Siddons, Evan Daugherty","Alicia Vikander, Dominic West, Walton Goggins","Lara Croft (Alicia Vikander), the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft (Dominic West) disappeared.","English, Cantonese, Hindi","United Kingdom, United States",8 nominations,https://m.media-amazon.com/images/M/MV5BOTY4NDcyZGQtYmVlNy00ODgwLTljYTMtYzQ2OTE3NDhjODMwXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,6.3,"206,771",tt1365519,movie,12 Jun 2018,"$58,250,803",N/A,N/A,True,,
76,The Girl in the Spider's Web,2018,R,09 Nov 2018,115 min,"Action, Crime, Drama",Fede Alvarez,"David Lagercrantz, Stieg Larsson, Jay Basu","Claire Foy, Beau Gadsdon, Sverrir Gudnason","Young computer hacker Lisbeth Salander and journalist Mikael Blomkvist find themselves caught in a web of spies, cybercriminals and corrupt government officials.",English,"Germany, United Kingdom, Canada, Sweden, United States",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BZWU4ZDI5OGEtOTdmZS00MmNiLWIzNjQtZGM1MGE0M2UzYTczXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.1,"46,132",tt5177088,movie,05 Feb 2019,"$14,841,338",N/A,N/A,True,,
77,Mortal Engines,2018,PG-13,14 Dec 2018,128 min,"Action, Adventure, Fantasy",Christian Rivers,"Fran Walsh, Philippa Boyens, Peter Jackson","Hera Hilmar, Robert Sheehan, Hugo Weaving","In a post-apocalyptic world where cities ride on wheels and consume each other to survive, two people meet in London and try to stop a conspiracy.",English,"United States, New Zealand, Japan",3 wins & 3 nominations,https://m.media-amazon.com/images/M/MV5BNzY1MDA2OTQ0N15BMl5BanBnXkFtZTgwMTkzNjU2NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44,6.1,"120,757",tt1571234,movie,12 Mar 2019,"$15,951,040",N/A,N/A,True,,
78,Maze Runner: The Death Cure,2018,PG-13,26 Jan 2018,143 min,"Action, Adventure, Sci-Fi",Wes Ball,"T.S. Nowlin, James Dashner","Dylan O'Brien, Ki Hong Lee, Kaya Scodelario","Young hero Thomas embarks on a mission to find a cure for a deadly disease known as ""The Flare"".",English,United States,7 nominations,https://m.media-amazon.com/images/M/MV5BMTYyNzk3MDc2NF5BMl5BanBnXkFtZTgwMDk3OTM1NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",50,6.3,"129,616",tt4500922,movie,24 Apr 2018,"$58,032,443",N/A,N/A,True,,
79,First Man,2018,PG-13,12 Oct 2018,141 min,"Biography, Drama, History",Damien Chazelle,"Josh Singer, James R. Hansen","Ryan Gosling, Claire Foy, Jason Clarke","A look at the life of the astronaut, Neil Armstrong, and the legendary space mission that led him to become the first man to walk on the Moon on July 20, 1969.",English,"United States, Japan",Won 1 Oscar. 32 wins & 196 nominations total,https://m.media-amazon.com/images/M/MV5BMDBhOTMxN2UtYjllYS00NWNiLWE1MzAtZjg3NmExODliMDQ0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,7.3,"181,694",tt1213641,movie,08 Jan 2019,"$44,936,545",N/A,N/A,True,,
80,Creed II,2018,PG-13,21 Nov 2018,130 min,"Drama, Sport",Steven Caple Jr.,"Juel Taylor, Sylvester Stallone, Sascha Penn","Michael B. Jordan, Sylvester Stallone, Tessa Thompson","Under the tutelage of Rocky Balboa, newly crowned heavyweight champion Adonis Creed faces off against Viktor Drago, the son of Ivan Drago.","English, Russian, Sign ",United States,1 win & 12 nominations,https://m.media-amazon.com/images/M/MV5BYmEyNWZhM2YtZDAyNi00ZjYzLWI2ZWMtOWM4ZmI1MDE0OWNmXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"117,958",tt6343314,movie,12 Feb 2019,"$115,715,889",N/A,N/A,True,,
81,Rampage,2018,PG-13,13 Apr 2018,107 min,"Action, Adventure, Sci-Fi",Brad Peyton,"Ryan Engle, Carlton Cuse, Ryan J. Condal","Dwayne Johnson, Naomie Harris, Malin Akerman","When three different animals become infected with a dangerous pathogen, a primatologist and a geneticist team up to stop them from destroying Chicago.","English, American Sign ",United States,7 nominations,https://m.media-amazon.com/images/M/MV5BNDA1NjA3ODU3OV5BMl5BanBnXkFtZTgwOTg3MTIwNTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",45,6.1,"158,890",tt2231461,movie,26 Jun 2018,"$101,028,233",N/A,N/A,True,,
82,Everybody Knows,2018,R,08 Feb 2019,133 min,"Crime, Drama, Mystery",Asghar Farhadi,Asghar Farhadi,"Penélope Cruz, Javier Bardem, Ricardo Darín","Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.","Spanish, English, Catalan","Spain, France, Italy, Argentina, Germany",5 wins & 33 nominations,https://m.media-amazon.com/images/M/MV5BMDFkN2QzZGEtMzA2Yi00MzJlLWI4ZmUtMGMxOWZkOGEwYTY5XkEyXkFqcGdeQXVyNjkxOTM4ODY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"32,952",tt4964788,movie,07 May 2019,"$2,660,165",N/A,N/A,True,,
83,Mid90s,2018,R,26 Oct 2018,85 min,"Comedy, Drama",Jonah Hill,Jonah Hill,"Sunny Suljic, Katherine Waterston, Lucas Hedges","Follows Stevie, a thirteen-year-old in 1990s-era Los Angeles who spends his summer navigating between his troubled home life and a group of new friends that he meets at a Motor Avenue skate shop.",English,United States,4 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BZDhjNDQ0MjEtNWZhMy00ZTY1LWFkYmQtMWYwNDliNGQ1MWU2XkEyXkFqcGdeQXVyNTAzMTY4MDA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.4,"58,734",tt5613484,movie,21 Dec 2018,"$7,362,439",N/A,N/A,True,,
84,Replicas,2018,PG-13,11 Jan 2019,107 min,"Drama, Sci-Fi, Thriller",Jeffrey Nachmanoff,"Chad St. John, Stephen Hamel","Keanu Reeves, Alice Eve, Thomas Middleditch",A scientist becomes obsessed with bringing back his family members who died in a traffic accident.,English,"United States, United Kingdom, China, Puerto Rico",1 nomination,https://m.media-amazon.com/images/M/MV5BZGQxYTZlYzQtNjk3NS00MjVhLTkxZTYtMDk2ODlkMGJkYzBhXkEyXkFqcGdeQXVyMTk5MzE1MTY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",19,5.5,"37,020",tt4154916,movie,16 Apr 2019,"$4,046,429",N/A,N/A,True,,
85,Widows,2018,R,16 Nov 2018,129 min,"Crime, Drama, Thriller",Steve McQueen,"Gillian Flynn, Steve McQueen, Lynda La Plante","Viola Davis, Michelle Rodriguez, Elizabeth Debicki",Four women with nothing in common except a debt left behind by their dead husbands' criminal activities take fate into their own hands and conspire to forge a future on their own terms.,"English, Spanish, Polish","United Kingdom, United States",Nominated for 1 BAFTA Film Award18 wins & 106 nominations total,https://m.media-amazon.com/images/M/MV5BMjM3ODc5NDEyOF5BMl5BanBnXkFtZTgwMTI4MDcxNjM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",84,6.8,"94,381",tt4218572,movie,05 Feb 2019,"$42,402,632",N/A,N/A,True,,
86,Burning,2018,Not Rated,17 May 2018,148 min,"Drama, Mystery",Chang-dong Lee,"Jungmi Oh, Chang-dong Lee, Haruki Murakami","Yoo Ah-in, Steven Yeun, Jeon Jong-seo","Jong-su bumps into a girl who used to live in the same neighborhood, who asks him to look after her cat while she's on a trip to Africa. When back, she introduces Ben, a mysterious guy she met there, who confesses his secret hobby.","Korean, English","South Korea, Japan",59 wins & 146 nominations,https://m.media-amazon.com/images/M/MV5BMWNmYjI1M2UtNDdkNi00MTgwLWFiZmYtODcxNWZhM2Y2NWFkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90,7.5,"58,741",tt7282468,movie,29 Jan 2019,"$718,991",N/A,N/A,True,,
87,Searching,2018,PG-13,31 Aug 2018,102 min,"Drama, Mystery, Thriller",Aneesh Chaganty,"Aneesh Chaganty, Sev Ohanian","John Cho, Debra Messing, Joseph Lee","After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.",English,"United States, Russia",6 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BMjIwOTA3NDI3MF5BMl5BanBnXkFtZTgwNzIzMzA5NTM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.6,"155,825",tt7668870,movie,13 Nov 2018,"$26,020,957",N/A,N/A,True,,
88,Life Itself,2018,R,21 Sep 2018,117 min,"Drama, Romance",Dan Fogelman,Dan Fogelman,"Oscar Isaac, Olivia Wilde, Annette Bening","As a young New York City couple goes from college romance to marriage and the birth of their first child, the unexpected twists of their journey create reverberations that echo over continents and through lifetimes.","English, Spanish","United States, Spain",2 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BM2ZmY2I2ZDktZjhhMC00YmFmLWIyNDUtODk0NjY3Y2Q5MmRiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",21,6.9,"20,135",tt5989218,movie,22 Dec 2018,"$4,102,648",N/A,N/A,True,,
89,Blockers,2018,R,06 Apr 2018,102 min,Comedy,Kay Cannon,"Brian Kehoe, Jim Kehoe","Leslie Mann, John Cena, Ike Barinholtz",Three parents try to stop their daughters from losing their virginity on prom night.,English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMjE0ODIzNjkzMl5BMl5BanBnXkFtZTgwODQ3MzU4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",69,6.2,"77,048",tt2531344,movie,03 Jul 2018,"$60,311,495",N/A,N/A,True,,
90,The Strangers: Prey at Night,2018,R,09 Mar 2018,85 min,Horror,Johannes Roberts,"Bryan Bertino, Ben Ketai","Christina Hendricks, Martin Henderson, Bailee Madison",A family of four staying at a secluded mobile home park for the night are stalked and then hunted by three masked psychopaths.,English,"United States, United Kingdom",N/A,https://m.media-amazon.com/images/M/MV5BMTY1OTIwODgzMV5BMl5BanBnXkFtZTgwMzUyMDgzNDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.2,"29,837",tt1285009,movie,12 Jun 2018,"$24,586,708",N/A,N/A,True,,
91,Peppermint,2018,R,07 Sep 2018,101 min,"Action, Crime, Drama",Pierre Morel,Chad St. John,"Jennifer Garner, John Gallagher Jr., John Ortiz","Five years after her husband and daughter are killed in a senseless act of violence, a woman comes back from self-imposed exile to seek revenge against those responsible and the system that let them go free.","English, Spanish","Hong Kong, United States",4 nominations,https://m.media-amazon.com/images/M/MV5BNWVlMjQ3MjItOWE3YS00YTYwLWE0ZDMtZWMyZWY1NzkxNWIwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '29/100'}]",29,6.5,"62,974",tt6850820,movie,20 Nov 2018,"$35,418,723",N/A,N/A,True,,
92,High Life,2018,R,12 Apr 2019,113 min,"Adventure, Drama, Horror",Claire Denis,"Claire Denis, Jean-Pol Fargeau, Geoff Cox","Robert Pattinson, Juliette Binoche, André 3000",A father and his daughter struggle to survive in deep space where they live in isolation.,English,"France, United Kingdom, Germany, Poland, United States",5 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMDNjN2NjYmItMjAyZi00NmNkLWJmYTQtYzcwZGRiM2RmNGNlXkEyXkFqcGdeQXVyODUxNjcxNjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,5.8,"33,273",tt4827558,movie,11 Jun 2019,"$1,225,852",N/A,N/A,True,,
93,Every Day,2018,PG-13,23 Feb 2018,97 min,"Drama, Fantasy, Romance",Michael Sucsy,"Jesse Andrews, David Levithan","Angourie Rice, Justice Smith, Debby Ryan",A shy teenager falls for a spirit who wakes up in the body of a different person every morning.,English,"United Kingdom, United States",1 nomination,https://m.media-amazon.com/images/M/MV5BZTFiNzQ2OGUtYTdmMi00NjRjLWExN2MtZmNiODI4MTY3MGM3XkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '63%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.5,"20,736",tt7026672,movie,02 May 2018,"$6,102,076",N/A,N/A,True,,
94,Operation Finale,2018,PG-13,29 Aug 2018,122 min,"Biography, Drama, History",Chris Weitz,Matthew Orton,"Oscar Isaac, Ben Kingsley, Mélanie Laurent",A team of secret agents set out to track down the Nazi officer who masterminded the Holocaust.,"English, Spanish, French, German, Hebrew",United States,2 nominations,https://m.media-amazon.com/images/M/MV5BYzE1YjI2MjctZTY2Zi00NDBhLWIzYmMtNzMzMDgwZjE4MzUxXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '58/100'}]",58,6.6,"39,424",tt5208252,movie,20 Nov 2018,"$17,612,099",N/A,N/A,True,,
95,Shoplifters,2018,R,23 Nov 2018,121 min,"Crime, Drama",Hirokazu Koreeda,Hirokazu Koreeda,"Lily Franky, Sakura Andô, Kirin Kiki",A family of small-time crooks take in a child they find outside in the cold.,Japanese,Japan,Nominated for 1 Oscar. 51 wins & 100 nominations total,https://m.media-amazon.com/images/M/MV5BYWZmOTY0MDAtMGRlMS00YjFlLWFkZTUtYmJhYWNlN2JjMmZkXkEyXkFqcGdeQXVyODAzODU1NDQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '93/100'}]",93,7.9,"71,748",tt8075192,movie,12 Feb 2019,"$3,313,513",N/A,N/A,True,,
96,Blindspotting,2018,R,27 Jul 2018,95 min,"Comedy, Crime, Drama",Carlos López Estrada,"Rafael Casal, Daveed Diggs","Daveed Diggs, Rafael Casal, Janina Gavankar","While on probation, a man begins to re-evaluate his relationship with his volatile best friend.",English,United States,5 wins & 23 nominations,https://m.media-amazon.com/images/M/MV5BNjgwYTQ4YmEtOTcwYy00NjBlLWI0ZjYtNDM0YmI1OGM0MWY0XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.4,"30,012",tt7242142,movie,20 Nov 2018,"$4,333,394",N/A,N/A,True,,
