,Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,totalSeasons
33,Spy,2015,R,05 Jun 2015,120 min,"Action, Comedy",Paul Feig,Paul Feig,"Melissa McCarthy, Rose Byrne, Jude Law","A desk-bound CIA analyst volunteers to go undercover to infiltrate the world of a deadly arms dealer, and prevent diabolical global disaster.","English, French, Italian, German, Hungarian",United States,6 wins & 30 nominations,https://m.media-amazon.com/images/M/MV5BNjI5OTQ0MDQxM15BMl5BanBnXkFtZTgwMzcwNjMyNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.0,"239,665",tt3079380,movie,29 Sep 2015,"$110,825,712",N/A,N/A,True,
34,Fantastic Four,2005,PG-13,08 Jul 2005,106 min,"Action, Adventure, Fantasy",Tim Story,"Mark Frost, Michael France, Stan Lee","Ioan Gruffudd, Michael Chiklis, Chris Evans","A group of astronauts gain superpowers after a cosmic radiation exposure and must use them to oppose the plans of their enemy, Doctor Victor Von Doom.",English,"United States, Germany",4 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BNWU1ZjFjMTctYjA5ZC00YTBkLTkzZjUtZWEyMjgxY2MxYWM4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '27%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.7,"322,335",tt0120667,movie,06 Dec 2005,"$154,696,080",N/A,N/A,True,
35,Mission: Impossible - Rogue Nation,2015,PG-13,31 Jul 2015,131 min,"Action, Adventure, Thriller",Christopher McQuarrie,"Bruce Geller, Christopher McQuarrie, Drew Pearce","Tom Cruise, Rebecca Ferguson, Jeremy Renner",Ethan and his team take on their most impossible mission yet when they have to eradicate an international rogue organization as highly skilled as they are and committed to destroying the IMF.,"English, Swedish, German, Russian","United States, China, Hong Kong, Austria, United Kingdom, Morocco",6 wins & 26 nominations,https://m.media-amazon.com/images/M/MV5BOTFmNDA3ZjMtN2Y0MC00NDYyLWFlY2UtNTQ4OTQxMmY1NmVjXkEyXkFqcGdeQXVyNTg4NDQ4NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,7.4,"358,322",tt2381249,movie,15 Dec 2015,"$195,042,377",N/A,N/A,True,
36,The Visit,2015,PG-13,11 Sep 2015,94 min,"Horror, Mystery, Thriller",M. Night Shyamalan,M. Night Shyamalan,"Olivia DeJonge, Ed Oxenbould, Deanna Dunagan",Two siblings become increasingly frightened by their grandparents' disturbing behavior while visiting them on vacation.,English,United States,1 win & 14 nominations,https://m.media-amazon.com/images/M/MV5BMTg3OTM2OTc5MV5BMl5BanBnXkFtZTgwMjMxNDM0NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.3,"124,446",tt3567288,movie,05 Jan 2016,"$65,206,105",N/A,N/A,True,
37,Vacation,2015,R,29 Jul 2015,99 min,"Adventure, Comedy","John Francis Daley, Jonathan Goldstein","Jonathan Goldstein, John Francis Daley, John Hughes","Ed Helms, Christina Applegate, Skyler Gisondo","Rusty Griswold takes his own family on a road trip to ""Walley World"" in order to spice things up with his wife and reconnect with his sons.",English,United States,1 win & 3 nominations,https://m.media-amazon.com/images/M/MV5BYTliYWU3ZGEtNjkwYi00ZWQ3LTlhOTgtNTQ4YzhmMjVjY2EwXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.1,"107,780",tt1524930,movie,03 Nov 2015,"$58,884,188",N/A,N/A,True,
38,Creed,2015,PG-13,25 Nov 2015,133 min,"Action, Drama, Sport",Ryan Coogler,"Ryan Coogler, Aaron Covington, Sylvester Stallone","Michael B. Jordan, Sylvester Stallone, Tessa Thompson","The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","English, Spanish",United States,Nominated for 1 Oscar. 44 wins & 65 nominations total,https://m.media-amazon.com/images/M/MV5BNmZkYjQzY2QtNjdkNC00YjkzLTk5NjUtY2MyNDNiYTBhN2M2XkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.6,"262,724",tt3076658,movie,01 Mar 2016,"$109,767,581",N/A,N/A,True,
39,The Age of Adaline,2015,PG-13,24 Apr 2015,112 min,"Drama, Fantasy, Romance",Lee Toland Krieger,"J. Mills Goodloe, Salvador Paskowitz","Blake Lively, Michiel Huisman, Harrison Ford","A young woman, born at the turn of the 20th century, is rendered ageless after an accident. After many solitary years, she meets a man who complicates the eternal life she has settled into.","English, Portuguese, Italian","United States, Canada",1 win & 10 nominations,https://m.media-amazon.com/images/M/MV5BMTAzMTQzMTA2MjheQTJeQWpwZ15BbWU4MDk2MTg2MzUx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",51,7.2,"167,580",tt1655441,movie,08 Sep 2015,"$42,629,776",N/A,N/A,True,
40,Black Mass,2015,R,18 Sep 2015,123 min,"Biography, Crime, Drama",Scott Cooper,"Mark Mallouk, Jez Butterworth, Dick Lehr","Johnny Depp, Benedict Cumberbatch, Dakota Johnson","The true story of Whitey Bulger, the brother of a state senator and the most infamous violent criminal in the history of South Boston, who became an FBI informant to take down a Mafia family invading his turf.",English,"United States, United Kingdom",6 wins & 24 nominations,https://m.media-amazon.com/images/M/MV5BNzg0ODI3NDQxNF5BMl5BanBnXkFtZTgwMzgzNDA0NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.9,"175,843",tt1355683,movie,16 Feb 2016,"$62,575,678",N/A,N/A,True,
41,Focus,2015,R,27 Feb 2015,105 min,"Comedy, Crime, Drama","Glenn Ficarra, John Requa","Glenn Ficarra, John Requa","Will Smith, Margot Robbie, Rodrigo Santoro","In the midst of veteran con man Nicky's latest scheme, a woman from his past - now an accomplished femme fatale - shows up and throws his plans for a loop.","English, Spanish","United States, Argentina",3 nominations,https://m.media-amazon.com/images/M/MV5BMTUwODg2OTA4OF5BMl5BanBnXkFtZTgwOTE5MTE4MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.6,"236,104",tt2381941,movie,23 Mar 2017,"$53,862,963",N/A,N/A,True,
42,Home,2015,PG,27 Mar 2015,94 min,"Animation, Adventure, Comedy",Tim Johnson,"Tom J. Astle, Matt Ember, Adam Rex","Jim Parsons, Rihanna, Steve Martin","An alien on the run from his own people makes friends with a girl. He tries to help her on her quest, but can be an interference.","English, French",United States,3 wins & 9 nominations,https://m.media-amazon.com/images/M/MV5BMjExOTQ4MDMyMV5BMl5BanBnXkFtZTgwMTE3NDM2MzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",55,6.6,"99,055",tt2224026,movie,28 Jul 2015,"$177,397,510",N/A,N/A,True,
43,Jupiter Ascending,2015,PG-13,06 Feb 2015,127 min,"Action, Adventure, Sci-Fi","Lana Wachowski, Lilly Wachowski","Lilly Wachowski, Lana Wachowski","Channing Tatum, Mila Kunis, Eddie Redmayne",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,"English, Russian","United States, Australia",4 wins & 16 nominations,https://m.media-amazon.com/images/M/MV5BMTQyNzk2MjA2NF5BMl5BanBnXkFtZTgwMjEwNzk3MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",40,5.3,"185,697",tt1617661,movie,02 Jun 2015,"$47,387,723",N/A,N/A,True,
44,I Saw the Light,2015,R,01 Apr 2016,123 min,"Biography, Drama, Music",Marc Abraham,"Marc Abraham, Colin Escott, George Merritt","Tom Hiddleston, Elizabeth Olsen, Maddie Hasson","The story of the country-western singer Hank Williams, who in his brief life created one of the greatest bodies of work in American music. The film chronicles his rise to fame and its tragic effect on his health and personal life.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTU4NzQ1NjU2Ml5BMl5BanBnXkFtZTgwMzAwNjQ0NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,5.8,"7,110",tt1490785,movie,05 Jul 2016,"$1,646,788",N/A,N/A,True,
45,Minions,2015,PG,10 Jul 2015,91 min,"Animation, Adventure, Comedy","Kyle Balda, Pierre Coffin",Brian Lynch,"Sandra Bullock, Jon Hamm, Michael Keaton","Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world.","English, Spanish",United States,Nominated for 1 BAFTA Film Award4 wins & 27 nominations total,https://m.media-amazon.com/images/M/MV5BMTg2MTMyMzU0M15BMl5BanBnXkFtZTgwOTU3ODk4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",56,6.4,"225,822",tt2293640,movie,08 Dec 2015,"$336,045,770",N/A,N/A,True,
46,Pitch Perfect 2,2015,PG-13,15 May 2015,115 min,"Comedy, Music",Elizabeth Banks,"Kay Cannon, Mickey Rapkin","Anna Kendrick, Rebel Wilson, Hailee Steinfeld","After a humiliating command performance at The Kennedy Center, the Barden Bellas enter an international competition that no American group has ever won in order to regain their status and right to perform.","English, German",United States,9 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BMzk4OTM2NzMzNl5BMl5BanBnXkFtZTgwNTAzNDE0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",63,6.4,"151,723",tt2848292,movie,22 Sep 2015,"$184,296,230",N/A,N/A,True,
47,San Andreas,2015,PG-13,29 May 2015,114 min,"Action, Adventure, Thriller",Brad Peyton,"Carlton Cuse, Andre Fabrizio, Jeremy Passmore","Dwayne Johnson, Carla Gugino, Alexandra Daddario","In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey with his ex-wife across the state in order to rescue his daughter.",English,United States,2 wins & 10 nominations,https://m.media-amazon.com/images/M/MV5BNzZhYmQ2NGMtZmRmYi00NzgzLTllNmUtNDQwZDAxMmE3NzI0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.1,"228,234",tt2126355,movie,13 Oct 2015,"$155,190,832",N/A,N/A,True,
48,Trainwreck,2015,R,17 Jul 2015,125 min,"Comedy, Drama, Romance",Judd Apatow,Amy Schumer,"Amy Schumer, Bill Hader, Brie Larson","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.","English, Mandarin",United States,5 wins & 27 nominations,https://m.media-amazon.com/images/M/MV5BMTQ4MjgwNTMyOV5BMl5BanBnXkFtZTgwMTc1MjI0NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",75,6.2,"134,876",tt3152624,movie,10 Nov 2015,"$110,212,700",N/A,N/A,True,
49,Tomorrowland,2015,PG,22 May 2015,130 min,"Action, Adventure, Family",Brad Bird,"Damon Lindelof, Brad Bird, Jeff Jensen","George Clooney, Britt Robertson, Hugh Laurie","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.","English, French, Japanese","United States, Spain, France, Canada, United Kingdom",2 wins & 19 nominations,https://m.media-amazon.com/images/M/MV5BMTQ4OTgzNTkwNF5BMl5BanBnXkFtZTgwMzI3MDE3NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60,6.4,"178,592",tt1964418,movie,13 Oct 2015,"$93,436,322",N/A,N/A,True,
50,Bridge of Spies,2015,PG-13,16 Oct 2015,142 min,"Drama, History, Thriller",Steven Spielberg,"Matt Charman, Ethan Coen, Joel Coen","Tom Hanks, Mark Rylance, Alan Alda","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.","English, German, Russian","United States, Germany, India",Won 1 Oscar. 30 wins & 103 nominations total,https://m.media-amazon.com/images/M/MV5BMjIxOTI0MjU5NV5BMl5BanBnXkFtZTgwNzM4OTk4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",81,7.6,"303,171",tt3682448,movie,02 Feb 2016,"$72,313,754",N/A,N/A,True,
51,The Danish Girl,2015,R,22 Jan 2016,119 min,"Biography, Drama, Romance",Tom Hooper,"Lucinda Coxon, David Ebershoff","Eddie Redmayne, Alicia Vikander, Amber Heard",A fictitious love story loosely inspired by the lives of Danish artists Lili Elbe and Gerda Wegener. Lili and Gerda's marriage and work evolve as they navigate Lili's groundbreaking journey as a transgender pioneer.,"English, French, German","United Kingdom, United States, Germany, Denmark, Belgium, Japan",Won 1 Oscar. 31 wins & 79 nominations total,https://m.media-amazon.com/images/M/MV5BMjA0NjA4NjE2Nl5BMl5BanBnXkFtZTgwNzIxNTY2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,7.1,"177,556",tt0810819,movie,01 Mar 2016,"$11,114,018",N/A,N/A,True,
52,The Divergent Series: Insurgent,2015,PG-13,20 Mar 2015,119 min,"Action, Adventure, Sci-Fi",Robert Schwentke,"Brian Duffield, Akiva Goldsman, Mark Bomback","Shailene Woodley, Ansel Elgort, Theo James",Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart with the help from others on her side.,English,"United States, Canada",4 wins & 17 nominations,https://m.media-amazon.com/images/M/MV5BMTgxOTYxMTg3OF5BMl5BanBnXkFtZTgwMDgyMzA2NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.2,"230,239",tt2908446,movie,04 Aug 2015,"$130,179,072",N/A,N/A,True,
53,Straight Outta Compton,2015,R,14 Aug 2015,147 min,"Biography, Drama, History",F. Gary Gray,"Jonathan Herman, Andrea Berloff, S. Leigh Savidge","O'Shea Jackson Jr., Corey Hawkins, Jason Mitchell","The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.",English,United States,Nominated for 1 Oscar. 28 wins & 40 nominations total,https://m.media-amazon.com/images/M/MV5BMTA5MzkyMzIxNjJeQTJeQWpwZ15BbWU4MDU0MDk0OTUx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '72/100'}]",72,7.8,"192,440",tt1398426,movie,19 Jan 2016,"$161,197,785",N/A,N/A,True,
54,Carol,2015,R,15 Jan 2016,118 min,"Drama, Romance",Todd Haynes,"Phyllis Nagy, Patricia Highsmith","Cate Blanchett, Rooney Mara, Sarah Paulson",An aspiring photographer develops an intimate relationship with an older woman in 1950s New York.,English,"United Kingdom, United States, Australia",Nominated for 6 Oscars. 77 wins & 254 nominations total,https://m.media-amazon.com/images/M/MV5BMTczNTQ4OTEyNV5BMl5BanBnXkFtZTgwNDgyMDI3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",94,7.3,"124,532",tt2402927,movie,15 Mar 2016,"$12,711,491",N/A,N/A,True,
55,No Escape,2015,R,26 Aug 2015,103 min,"Action, Thriller",John Erick Dowdle,"John Erick Dowdle, Drew Dowdle","Lake Bell, Pierce Brosnan, Owen Wilson","In their new overseas house, an American family soon finds themselves caught in the middle of a coup, and they frantically look for a safe escape from an environment where foreigners are being immediately executed.","Central Khmer, Mandarin, Vietnamese, English, Thai, French",United States,2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BMjE0MDI3NTE5NF5BMl5BanBnXkFtZTgwNzI3ODM2NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",38,6.8,"83,793",tt1781922,movie,24 Nov 2015,"$27,288,872",N/A,N/A,True,
56,The Boy Next Door,2015,R,23 Jan 2015,91 min,Thriller,Rob Cohen,Barbara Curry,"Jennifer Lopez, Ryan Guzman, Kristin Chenoweth","A woman, separated from her unfaithful husband, falls for a younger man who has moved in next door, but their torrid affair soon takes a dangerous turn.",English,United States,1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BMTgxNTEyMTYzOV5BMl5BanBnXkFtZTgwNzQ4OTg5MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '30/100'}]",30,4.7,"41,159",tt3181822,movie,28 Apr 2015,"$35,423,380",N/A,N/A,True,
57,Southpaw,2015,R,24 Jul 2015,124 min,"Action, Crime, Drama",Antoine Fuqua,Kurt Sutter,"Jake Gyllenhaal, Rachel McAdams, Oona Laurence","After a fatal incident sends him on a rampant path of destruction, a champion boxer fights to get custody of his daughter and revive his professional career.",English,"Hong Kong, United States",11 nominations,https://m.media-amazon.com/images/M/MV5BMjI1MTcwODk0MV5BMl5BanBnXkFtZTgwMTgwMDM5NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",57,7.4,"228,745",tt1798684,movie,27 Oct 2015,"$52,421,953",N/A,N/A,True,
58,The Dressmaker,2015,R,29 Oct 2015,119 min,"Comedy, Drama",Jocelyn Moorhouse,"Rosalie Ham, Jocelyn Moorhouse, P.J. Hogan","Kate Winslet, Judy Davis, Liam Hemsworth","A glamorous woman returns to her small town in rural Australia. With her sewing machine and haute couture style, she transforms the women and exacts sweet revenge on those who did her wrong.",English,Australia,15 wins & 41 nominations,https://m.media-amazon.com/images/M/MV5BMjA4MzAxNTc5OF5BMl5BanBnXkFtZTgwMjgzMDE4OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",47,7.1,"58,456",tt2910904,movie,27 Dec 2016,"$2,022,115",N/A,N/A,True,
59,Maze Runner: The Scorch Trials,2015,PG-13,18 Sep 2015,131 min,"Action, Adventure, Sci-Fi",Wes Ball,"T.S. Nowlin, James Dashner","Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",English,United States,2 wins & 5 nominations,https://m.media-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '48%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.3,"239,199",tt4046784,movie,15 Dec 2015,"$81,697,192",N/A,N/A,True,
60,Lost and Love,2015,N/A,20 Mar 2015,108 min,Drama,Sanyuan Peng,Sanyuan Peng,"Andy Lau, Boran Jing, Tony Ka Fai Leung",A man's epic 14 year search for his son crosses paths with another man who shares a similar story.,Chinese,China,4 wins & 8 nominations,https://m.media-amazon.com/images/M/MV5BY2RiNmE1ZGItNThkNC00Njc4LTljMTUtZmU4ZTBkMGQ0MDEyXkEyXkFqcGdeQXVyMjg0MTI5NzQ@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",52,6.4,678,tt4440036,movie,04 Apr 2017,"$188,817",N/A,N/A,True,
61,The Last Witch Hunter,2015,PG-13,23 Oct 2015,106 min,"Action, Adventure, Fantasy",Breck Eisner,"Cory Goodman, Matt Sazama, Burk Sharpless","Vin Diesel, Rose Leslie, Elijah Wood",The last witch hunter is all that stands between humanity and the combined forces of the most horrifying witches in history.,English,"United States, China, Canada",1 nomination,https://m.media-amazon.com/images/M/MV5BMjM5Njk5MzYzM15BMl5BanBnXkFtZTgwNzM1Mjk4NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",34,6.0,"100,974",tt1618442,movie,02 Feb 2016,"$27,367,660",N/A,N/A,True,
62,Green Room,2015,R,13 May 2016,95 min,"Horror, Music, Thriller",Jeremy Saulnier,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Alia Shawkat",A punk rock band is forced to fight for survival after witnessing a murder at a neo-Nazi skinhead bar.,English,United States,8 wins & 25 nominations,https://m.media-amazon.com/images/M/MV5BMjU1ODQ5NzA0N15BMl5BanBnXkFtZTgwMDg5MTA5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '79/100'}]",79,7.0,"116,749",tt4062536,movie,12 Jul 2016,"$3,220,371",N/A,N/A,True,
63,Burnt,2015,R,30 Oct 2015,101 min,"Comedy, Drama",John Wells,"Steven Knight, Michael Kalesniko","Bradley Cooper, Sienna Miller, Daniel Brühl","Adam Jones is a chef who destroyed his career with drugs and diva behavior. He cleans up and returns to London, determined to redeem himself by spearheading a top restaurant that can gain three Michelin stars.","English, French, Italian","United States, United Kingdom",6 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjEzNTk2OTEwNF5BMl5BanBnXkFtZTgwNzExMTg0NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '28%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",42,6.6,"113,020",tt2503944,movie,26 Jan 2016,"$13,651,946",N/A,N/A,True,
64,The Good Dinosaur,2015,PG,25 Nov 2015,93 min,"Animation, Adventure, Comedy",Peter Sohn,"Bob Peterson, Peter Sohn, Erik Benson","Jeffrey Wright, Frances McDormand, Maleah Nipay-Padilla","In a world where dinosaurs and humans live side-by-side, an Apatosaurus named Arlo makes an unlikely human friend.",English,United States,9 wins & 41 nominations,https://m.media-amazon.com/images/M/MV5BMTc5MTg2NjQ4MV5BMl5BanBnXkFtZTgwNzcxOTY5NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",66,6.7,"110,516",tt1979388,movie,23 Feb 2016,"$123,087,120",N/A,N/A,True,
65,Far from the Madding Crowd,2015,PG-13,22 May 2015,119 min,"Drama, Romance",Thomas Vinterberg,"Thomas Hardy, David Nicholls","Carey Mulligan, Matthias Schoenaerts, Michael Sheen","In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.",English,"United Kingdom, United States",2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BNzI4NzUwNDgwN15BMl5BanBnXkFtZTgwNTI3MjMwNTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",71,7.1,"48,278",tt2935476,movie,04 Aug 2015,"$12,236,500",N/A,N/A,True,
66,The Invitation,2015,Not Rated,08 Apr 2016,100 min,"Drama, Mystery, Thriller",Karyn Kusama,"Phil Hay, Matt Manfredi","Logan Marshall-Green, Emayatzy Corinealdi, Michiel Huisman","A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions.",English,United States,4 wins & 15 nominations,https://m.media-amazon.com/images/M/MV5BMTkzODMwNDkzOF5BMl5BanBnXkFtZTgwNDA4NzA1ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",74,6.6,"103,130",tt2400463,movie,02 Aug 2016,"$231,737",N/A,N/A,True,
67,The Gift,2015,R,07 Aug 2015,108 min,"Drama, Mystery, Thriller",Joel Edgerton,Joel Edgerton,"Jason Bateman, Rebecca Hall, Joel Edgerton","A married couple, Simon and Robyn, run into Gordo, an old classmate. Things take a turn when Gordo begins to drop in unannounced at their house and inundates them with mysterious gifts.",English,"United States, Australia, China",2 wins & 12 nominations,https://m.media-amazon.com/images/M/MV5BNGFmY2UyMmYtNDY1Yi00NTIwLTk1ZDktOGM2OTQwZDk0NjU5XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.0,"149,350",tt4178092,movie,27 Oct 2015,"$43,787,265",N/A,N/A,True,
